date,avg_price,min_price,max_price,mandi_count,arrival_quantity,days_since_previous,day,month,day_of_week,day_of_year,lag_1,lag_2,lag_3,lag_7,lag_14,ma_3,ma_7,ma_14,std_7,change_1,change_3
2025-02-07,1351.4915254237287,900.0,1800.0,59,0.0,1.0,7,2,4,38,1095.2484375,988.4561818181818,1297.9574468085107,1982.0408163265306,2164.9795918367345,1145.065381580637,1601.183428083714,1853.5509744966546,540.2068073307026,0.23395887101982638,0.04124486418784423
2025-02-08,1236.2641509433963,450.0,1900.0,53,0.0,1.0,8,2,5,39,1351.4915254237287,1095.2484375,988.4561818181818,2306.873015873016,2158.074074074074,1227.6680379557083,1448.2393045223398,1787.7074085587487,451.3618869800713,-0.08525941325766395,0.2507020277513896
2025-02-09,1243.7045454545455,500.0,2200.0,44,0.0,1.0,9,2,6,40,1236.2641509433963,1351.4915254237287,1095.2484375,2064.464285714286,2213.269230769231,1277.1534072738903,1330.9879130566626,1718.4527881791284,362.4526030454897,0.0060184504302509545,0.13554560122761705
2025-02-10,1144.8076923076924,450.0,1600.0,26,0.0,1.0,10,2,0,41,1243.7045454545455,1236.2641509433963,1351.4915254237287,2103.793103448276,2141.34,1208.2587962352115,1193.9899971794366,1647.2719090582493,125.3578519982566,-0.07951796389930266,-0.15293017324043923
2025-02-13,2395.4406779661017,1600.0,3155.0,59,0.0,3.0,13,2,3,44,1144.8076923076924,1243.7045454545455,1236.2641509433963,1297.9574468085107,2155.796296296296,1594.6509719094465,1350.773315916235,1664.389364891807,475.20083313745636,1.0924393625774784,0.9376446984555322
2025-02-14,2491.685185185185,1350.0,3150.0,54,0.0,1.0,14,2,4,45,2395.4406779661017,1144.8076923076924,1243.7045454545455,988.4561818181818,2043.351851851852,2010.6445184863267,1565.520316397236,1696.4131744156166,605.8722719016815,0.040178205248147414,1.0034381914030326
2025-02-15,2475.1458333333335,1450.0,3100.0,48,0.0,1.0,15,2,5,46,2491.685185185185,2395.4406779661017,1144.8076923076924,1095.2484375,2047.5573770491803,2454.0905654948733,1762.6485158019975,1726.9552070073419,650.2222070353606,-0.00663781763048954,1.1620625454952687
2025-02-16,2392.2916666666665,1350.0,3305.0,24,0.0,1.0,16,2,6,47,2475.1458333333335,2491.685185185185,2395.4406779661017,1351.4915254237287,1982.0408163265306,2453.040895061728,1911.3342502652745,1756.2588391744944,659.4671844748729,-0.033474458575673216,-0.0013145853823058884
2025-02-17,2433.4603174603176,1086.0,3300.0,63,0.0,1.0,17,2,0,48,2392.2916666666665,2475.1458333333335,2491.685185185185,1236.2641509433963,2306.873015873016,2433.632605820106,2082.362274053406,1765.300789287873,608.4849629743384,0.01720887606109245,-0.02336766621684605
2025-02-18,2381.6382978723404,1190.0,3500.0,47,0.0,1.0,18,2,1,49,2433.4603174603176,2392.2916666666665,2475.1458333333335,1243.7045454545455,2064.464285714286,2402.463427333108,2244.9242386845194,1787.956075870591,486.95624500162086,-0.021295609061774745,-0.037778596396909836
2025-02-19,2267.2,1350.0,3200.0,35,0.0,1.0,19,2,2,50,2381.6382978723404,2433.4603174603176,2392.2916666666665,1144.8076923076924,2103.793103448276,2360.766205110886,2405.265996926278,1799.6279970528572,74.19764726073228,-0.04805024254714718,-0.05228947139249329
2025-02-20,2165.1396923076927,1201.0,3500.0,65,0.0,1.0,20,2,3,51,2267.2,2381.6382978723404,2433.4603174603176,2395.4406779661017,1297.9574468085107,2271.3259967266777,2372.3658561179336,1861.5695860170847,117.6285931614239,-0.04501601433146929,-0.11026299595986755
2025-02-21,2135.8236842105266,951.0,3100.0,57,0.0,1.0,21,2,4,52,2165.1396923076927,2267.2,2381.6382978723404,2491.685185185185,988.4561818181818,2189.38779217274,2321.5284988358394,1943.5244076165377,133.31851216068867,-0.013540007696187017,-0.10321240378163832
2025-02-22,2112.744680851064,1500.0,3000.0,47,0.0,1.0,22,2,5,53,2135.8236842105266,2165.1396923076927,2267.2,2475.1458333333335,1095.2484375,2137.902685789761,2269.756905624087,2016.202710713042,134.08533741417617,-0.010805668805940472,-0.06812602291325676
2025-02-23,1948.2,1400.0,2800.0,25,0.0,1.0,23,2,6,54,2112.744680851064,2135.8236842105266,2165.1396923076927,2392.2916666666665,1351.4915254237287,2065.5894550205303,2206.31523895742,2058.8247446113473,167.3735476220309,-0.07788195248693341,-0.10019662614769653
2025-02-24,2056.7379032258063,1130.0,2600.0,62,0.0,1.0,24,2,0,55,1948.2,2112.744680851064,2135.8236842105266,2433.4603174603176,1236.2641509433963,2039.2275280256235,2152.497751209633,2117.4300126315197,140.58666687942787,0.05571188955230788,-0.037028234853549336
2025-02-25,2033.549019607843,1080.0,2800.0,51,0.0,1.0,25,2,1,56,2056.7379032258063,1948.2,2112.744680851064,2381.6382978723404,1243.7045454545455,2012.8289742778832,2102.770711457562,2173.8474750710407,102.40575071162196,-0.011274593413965639,-0.03748472873273023
2025-02-26,2060.967741935484,1500.0,2600.0,31,0.0,1.0,26,2,2,57,2033.549019607843,2056.7379032258063,1948.2,2267.2,1144.8076923076924,2050.4182215897113,2073.308960305488,2239.287478615883,72.52144572070802,0.013483187306164934,0.05788304174904213
2025-02-27,2054.6153846153848,1191.0,2600.0,65,0.0,1.0,27,2,3,58,2060.967741935484,2033.549019607843,2056.7379032258063,2165.1396923076927,2395.4406779661017,2049.710715386237,2057.5197734923013,2214.9428148051175,60.17701392142808,-0.0030822206436542654,-0.0010319830286069642
2025-02-28,2057.8823529411766,1301.0,2500.0,51,0.0,1.0,28,2,4,59,2054.6153846153848,2060.967741935484,2033.549019607843,2135.8236842105266,2491.685185185185,2057.821826497348,2046.38529759668,2183.9568982162596,49.54531794696684,0.0015900632061136566,0.011965943824666647
2025-03-01,2270.0440384615385,1525.0,3250.0,52,0.0,1.0,1,3,5,60,2057.8823529411766,2054.6153846153848,2060.967741935484,2112.744680851064,2475.1458333333335,2127.513925339367,2068.856634398176,2169.3067700111314,97.30824644621512,0.10309709163749581,0.10144569091106104
2025-03-02,1974.7,1100.0,3020.0,60,0.0,1.0,2,3,6,61,2270.0440384615385,2057.8823529411766,2054.6153846153848,1948.2,2392.2916666666665,2100.8754638009045,2072.6423486838903,2139.478793820655,92.21396848900682,-0.13010498186709185,-0.03889554473979784
2025-03-03,2029.8387096774193,1350.0,2836.0,62,0.0,1.0,3,3,0,62,1974.7,2270.0440384615385,2057.8823529411766,2056.7379032258063,2433.4603174603176,2091.527582712986,2068.7996067484064,2110.6486789790197,93.53816455930105,0.027922575417744122,-0.013627427837979433
2025-03-04,1267.8870967741937,837.0,2000.0,62,0.0,1.0,4,3,1,63,2029.8387096774193,1974.7,2270.0440384615385,2033.549019607843,2381.6382978723404,1757.475268817204,1959.4193320578852,2031.0950217577235,318.5818216917382,-0.3753754469606674,-0.4414702643242683
